Course Connection ID,Contact ID,School Name,Course Name,Created Date,Term
a0LDo000000UFkhMAG,003Do00000E50VxIAJ,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFkiMAG,003Do00000E4x04IAB,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFkjMAG,003Do00000E5WSzIAN,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFkkMAG,003Do00000AF3cTIAT,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFklMAG,003Do00000AF3otIAD,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFkmMAG,003Do00000AF5UhIAL,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFknMAG,003Do00000AF75oIAD,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UFkoMAG,003Do00000AF5nZIAT,School615,Course63,2023-04-12,Fall 2023
a0LDo000000UHGLMA4,003Do00000E4wUAIAZ,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGMMA4,003Do00000AF9hiIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGNMA4,003Do00000AF9cbIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGOMA4,003Do00000AF9ltIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGPMA4,003Do00000AF9mcIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGQMA4,003Do0000041HZeIAM,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGRMA4,003Do00000AF9nzIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGSMA4,003Do00000AF9mrIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGTMA4,003Do00000AF9n1IAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGUMA4,003Do00000AF9mSIAT,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGVMA4,003Do00000TTbBWIA1,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGWMA4,003Do00000AF9JcIAL,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGXMA4,003Do00000AF9odIAD,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGYMA4,003Do00000AF9nLIAT,School588,Course51,2023-04-13,Fall 2023
a0LDo000000UHGeMAO,003Do00000TUHTaIAP,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGfMAO,003Do00000SvRMqIAN,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGgMAO,003Do00000E5HSRIA3,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGhMAO,003Do00000E5MhjIAF,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGiMAO,003Do00000E5V48IAF,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGjMAO,003Do00000E5ipyIAB,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGkMAO,003Do00000AEiLWIA1,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGlMAO,003Do00000AEjREIA1,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGmMAO,003Do0000041GRtIAM,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGnMAO,003Do0000041GRsIAM,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGoMAO,003Do00000AEk4tIAD,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHGpMAO,003Pm000004QEJZIA4,School590,Course53,2023-04-13,Fall 2023
a0LDo000000UHYCMA4,003Do00000E5a90IAB,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYDMA4,003Do0000041GxmIAE,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYEMA4,003Do00000E5aCDIAZ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYFMA4,003Do00000E5aArIAJ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYGMA4,003Do00000E5aA8IAJ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYHMA4,003Do00000E5aANIAZ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYIMA4,003Do00000E5aELIAZ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYJMA4,003Do00000E5aAcIAJ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYKMA4,003Do00000E5aEBIAZ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYLMA4,003Do00000E5aBBIAZ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYMMA4,003Do00000E5aJzIAJ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYNMA4,003Do00000E5aGqIAJ,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UHYOMA4,003Do00000E5f0XIAR,School176,Course35,2023-04-13,Fall 2023
a0LDo000000UJe2MAG,003Do00000E5JWyIAN,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe3MAG,003Do0000041IgmIAE,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe4MAG,003Do00000E5JSVIA3,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe5MAG,003Do0000041IggIAE,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe6MAG,003Do0000041IgnIAE,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe7MAG,003Do00000E5JY1IAN,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe8MAG,003Do00000E5JYLIA3,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJe9MAG,003Do0000041IgoIAE,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeAMAW,003Do00000E5JbUIAV,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeBMAW,003Do00000E5JagIAF,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeCMAW,003Do00000E5JZ4IAN,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeDMAW,003Do00000E5KrFIAV,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeEMAW,003Do00000E5ZoxIAF,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeFMAW,003Do00000E5ZNmIAN,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeGMAW,003Pm000006HTIHIA4,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeHMAW,003Do00000E5ZhrIAF,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeIMAW,003Do00000E5ZQ8IAN,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeJMAW,003Do00000E5ZlUIAV,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeKMAW,003Pm0000059oM7IAI,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeLMAW,003Do00000E5ZrxIAF,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeMMAW,003Do00000E5ZmwIAF,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeNMAW,003Do00000E5ZpMIAV,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeOMAW,003Do00000E5Zk2IAF,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJePMAW,003Do00000E5cK0IAJ,School628,Course35,2023-04-14,Fall 2023
a0LDo000000UJeQMAW,003Do00000E5dj1IAB,School628,Course35,2023-04-14,Fall 2023
a0LDo000000ULoBMAW,003Do00000AEhDlIAL,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoCMAW,003Do00000AEkIZIA1,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoDMAW,003Do00000E5KBsIAN,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoEMAW,003Do00000TUpCxIAL,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoFMAW,003Do00000TTYQcIAP,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoGMAW,003Do00000SttpsIAB,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoHMAW,003Do00000AElYFIA1,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoIMAW,003Do00000TTYNmIAP,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoJMAW,003Do00000TTYOVIA5,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoKMAW,003Do00000TTYP9IAP,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoLMAW,003Do00000StnSEIAZ,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoMMAW,003Do00000AEhAhIAL,School319,Course63,2023-04-16,Fall 2023
a0LDo000000ULoNMAW,003Do00000AF2FEIA1,School319,Course63,2023-04-16,Fall 2023
a0LDo000000UMYvMAO,003Do00000Sv1gUIAR,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMYwMAO,003Do00000SvCX9IAN,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMYxMAO,003Do00000E5IfXIAV,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMYyMAO,003Do00000Sv1cBIAR,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMYzMAO,003Do00000Sv1aUIAR,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ0MAO,003Do0000041HMcIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ1MAO,003Do0000041HMdIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ2MAO,003Do0000041HMeIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ3MAO,003Do0000041HMfIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ4MAO,003Do0000041HMgIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ5MAO,003Do0000041HMhIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ6MAO,003Do0000041HMiIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ7MAO,003Do0000041HMjIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ8MAO,003Do0000041HMkIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZ9MAO,003Do0000041HMlIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZAMA4,003Do0000041HMmIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZBMA4,003Do0000041HMnIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZCMA4,003Do0000041HMoIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZDMA4,003Do0000041HMpIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZEMA4,003Do0000041HMqIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZFMA4,003Do0000041HMrIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZGMA4,003Do0000041HMsIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZHMA4,003Do0000041HMtIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZIMA4,003Do0000041HMuIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZJMA4,003Do0000041HMvIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZKMA4,003Do0000041HMwIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZLMA4,003Do0000041HMxIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZMMA4,003Do0000041HMyIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZNMA4,003Do0000041HMzIAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZOMA4,003Do0000041HN0IAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZPMA4,003Do0000041HN1IAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZQMA4,003Do0000041HN2IAM,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZRMA4,003Do00000TUO59IAH,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZSMA4,003Do00000AF7XtIAL,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZTMA4,003Do00000TUCNPIA5,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZUMA4,003Do00000AF7YSIA1,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZVMA4,003Do00000AF7XeIAL,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZWMA4,003Do00000Sv1kRIAR,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZXMA4,003Do00000AF7XyIAL,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZYMA4,003Do00000Sv1ZNIAZ,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZZMA4,003Do00000AF7QAIA1,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZaMAO,003Do00000AF7WlIAL,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZbMAO,003Do00000Sv1naIAB,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZcMAO,003Do00000Sv1bhIAB,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZdMAO,003Do00000TTkxeIAD,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZeMAO,003Do00000AF7YXIA1,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZfMAO,003Do00000AF7ZuIAL,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMZgMAO,003Do00000AF7YNIA1,School375,Course51,2023-04-17,Fall 2023
a0LDo000000UMz9MAG,003Do00000TUrAHIA1,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzAMAW,003Do00000E5FzSIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzBMAW,003Do00000TUrGoIAL,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzCMAW,003Do00000E5Fy0IAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzDMAW,003Do00000TUtFYIA1,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzEMAW,003Do00000E5FzDIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzFMAW,003Do00000E5FzcIAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzGMAW,003Pm000004NMAPIA4,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzHMAW,003Do00000E5FzXIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzIMAW,003Do00000TUr8BIAT,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzJMAW,003Do00000E5FzTIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzKMAW,003Do00000E5G0QIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzLMAW,003Do00000E5FtuIAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzMMAW,003Do00000TUr9xIAD,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzNMAW,003Do00000E5GmdIAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzOMAW,003Do00000E5GnMIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzPMAW,003Do00000TUrC9IAL,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzQMAW,003Do00000TV8wQIAT,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzRMAW,003Pm000004NoJaIAK,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzSMAW,003Do00000E5GpfIAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzTMAW,003Do00000TUrQKIA1,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzUMAW,003Do00000E5II1IAN,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzVMAW,003Do00000E5Nq5IAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzWMAW,003Do00000TUr8LIAT,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzXMAW,003Do00000E5O82IAF,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzYMAW,003Do00000E5PhDIAV,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzZMAW,003Do0000041HDAIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzaMAG,003Do0000041HDBIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzbMAG,003Do0000041HDCIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzcMAG,003Do0000041HDDIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzdMAG,003Do0000041HDEIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzeMAG,003Do0000041HDFIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzfMAG,003Do0000041HDGIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzgMAG,003Do0000041HDHIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzhMAG,003Do0000041HDIIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMziMAG,003Do0000041HDJIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzjMAG,003Do0000041HDKIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzkMAG,003Do0000041HDLIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzlMAG,003Do0000041HDMIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzmMAG,003Do0000041HDNIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMznMAG,003Do0000041HDOIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzoMAG,003Do0000041HDPIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzpMAG,003Do0000041HDQIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzqMAG,003Do0000041HDRIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzrMAG,003Do0000041HDSIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzsMAG,003Do0000041HDTIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMztMAG,003Do0000041HDUIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzuMAG,003Do0000041HDVIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzvMAG,003Do0000041HDWIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzwMAG,003Do0000041HDXIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzxMAG,003Do0000041HDYIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzyMAG,003Do0000041HDDIA2,School558,Course25,2023-04-17,Fall 2023
a0LDo000000UMzzMAG,003Do00000E5bO1IAJ,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN00MAG,003Pm000004zZD3IAM,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN01MAG,003Do0000041HhrIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN02MAG,003Pm0000050fwLIAQ,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN03MAG,003Pm0000050X5yIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN04MAG,003Pm000004zfDdIAI,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN05MAG,003Pm000004zY7KIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN06MAG,003Pm0000050gJ3IAI,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN07MAG,003Pm000004zZ4zIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN08MAG,003Do00000E5bt5IAB,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN09MAG,003Pm00000510ZOIAY,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0AMAW,003Pm00000519SzIAI,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0BMAW,003Pm00000513YxIAI,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0CMAW,003Pm0000050VguIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0DMAW,003Pm000004zYVVIA2,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0EMAW,003Do00000E5bt0IAB,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0FMAW,003Do0000041Hi0IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0GMAW,003Do00000E5c1iIAB,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0HMAW,003Do00000E5btFIAR,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0IMAW,003Do00000E5c2vIAB,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0JMAW,003Pm000004zY45IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0KMAW,003Do0000041HhlIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0LMAW,003Do0000041HhmIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0MMAW,003Pm000004zZD3IAM,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0NMAW,003Do0000041HhoIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0OMAW,003Do0000041HhpIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0QMAW,003Do0000041GcUIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0RMAW,003Do0000041HhrIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0SMAW,003Do0000041HhsIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0TMAW,003Do0000041HhtIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0UMAW,003Do0000041HhuIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0VMAW,003Pm000004zY45IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0WMAW,003Do0000041HhwIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0XMAW,003Do0000041HhxIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0YMAW,003Do0000041GcVIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0ZMAW,003Do0000041HhyIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0aMAG,003Do0000041HhzIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0bMAG,003Do0000041Hi0IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0cMAG,003Do0000041Hi1IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0dMAG,003Pm00000510ZOIAY,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0eMAG,003Do0000041Hi3IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0fMAG,003Do0000041Hi4IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0gMAG,003Do0000041Hi5IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0hMAG,003Do0000041Hi6IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0iMAG,003Do0000041Hi7IAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0jMAG,003Do0000041GcHIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0kMAG,003Do0000041GcIIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0lMAG,003Do0000041GcJIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0mMAG,003Do0000041GcKIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0nMAG,003Do0000041GcLIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0oMAG,003Do0000041GcMIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0pMAG,003Do0000041GcNIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0qMAG,003Do0000041GcOIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0rMAG,003Do0000041GcPIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0sMAG,003Do0000041GcQIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0tMAG,003Do0000041GcRIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0uMAG,003Do0000041GcSIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0vMAG,003Do0000041GcTIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0wMAG,003Do0000041GcWIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0xMAG,003Do0000041GcKIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0yMAG,003Do0000041IOjIAM,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN0zMAG,003Do0000041IOkIAM,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN10MAG,003Do0000041GcOIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN11MAG,003Do0000041GcPIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN12MAG,003Do0000041GcLIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN13MAG,003Do0000041GcWIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN14MAG,003Do0000041GcMIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN15MAG,003Do0000041GcSIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN16MAG,003Do0000041GcQIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN17MAG,003Do0000041GcIIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN18MAG,003Do0000041IOlIAM,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN19MAG,003Do0000041GcUIAU,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN1AMAW,003Do0000041HhuIAE,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN1BMAW,003Do0000041IOmIAM,School417,Course42,2023-04-17,Fall 2023
a0LDo000000UN1CMAW,003Do0000041GcJIAU,School417,Course42,2023-04-17,Fall 2023
